,geo_id,hot_big,hot_small,bar_big,bar_small
2928,21123,,D,,
2929,21137,,D,,
2930,21149,,D,,
2931,21159,,D,,
2932,21169,,D,,
2933,21189,,D,,
2934,22021,,D,1.0,
2935,22107,,D,,
2936,26001,,4,1.0,D
2937,26157,,7,12.0,D
2938,27051,,D,4.0,D
2939,27125,,D,4.0,
2940,27129,,D,8.0,D
2941,27167,,D,3.0,D
2942,28013,,S,,D
2943,28041,,D,,
2944,28053,,D,,D
2945,28119,,D,,3
2946,29003,,D,,3
2947,29025,,D,,
2948,29057,,D,,
2949,29125,,D,,
2950,29171,,D,,
2951,29185,,D,,
2952,29211,,D,,D
2953,29227,,D,,D
2954,30011,,D,,D
2955,30045,,D,2.0,D
2956,30055,,D,1.0,D
2957,30069,,D,,D
2958,30091,,D,8.0,D
2959,31009,,D,,
2960,31057,,D,1.0,D
2961,31087,,D,,D
2962,31103,,3,1.0,
2963,31115,,3,,
2964,31133,,D,2.0,D
2965,31139,,8,2.0,3
2966,31143,,D,2.0,D
2967,31165,,D,1.0,D
2968,31171,,D,1.0,D
2969,31183,,D,,D
2970,32009,,D,1.0,D
2971,37003,,D,,
2972,37029,,D,,
2973,37073,,3,,
2974,37079,,D,,D
2975,38037,,3,3.0,D
2976,38047,,D,3.0,D
2977,38049,,D,6.0,3
2978,38075,,D,6.0,D
2979,38083,,D,1.0,D
2980,38091,,D,5.0,D
2981,38095,,3,3.0,3
2982,39111,,5,1.0,
2983,39127,,D,6.0,3
2984,40053,,3,2.0,D
2985,40057,,D,,
2986,40093,,D,,
2987,40141,,D,,D
2988,45005,,4,,D
2989,46009,,5,3.0,D
2990,46021,,D,1.0,
2991,46031,,D,,
2992,46057,,3,4.0,D
2993,46061,,D,2.0,D
2994,46073,,D,1.0,
2995,46111,,D,1.0,D
2996,46125,,D,5.0,
2997,47015,,D,,
2998,47067,,D,,
2999,47087,,D,,D
3000,47173,,D,,D
3001,48009,,D,,
3002,48011,,D,,
3003,48081,,D,,
3004,48087,,D,,
3005,48101,,D,,
3006,48119,,D,,
3007,48125,,D,,
3008,48151,,D,,
3009,48173,,D,,
3010,48195,,D,,
3011,48319,,8,,D
3012,48343,,4,1.0,D
3013,48351,,D,1.0,
3014,48407,,7,1.0,3
3015,48421,,3,,
3016,49029,,D,3.0,
3017,51025,,D,,
3018,51037,,D,,
3019,51045,,D,,
3020,51065,,D,,
3021,51111,,D,,
3022,51735,,D,,
3023,53023,,4,,
3024,53069,,4,1.0,
3025,54013,,D,,D
3026,54017,,D,,D
3027,54073,,D,,D
3028,54085,,D,,D
3029,13173,,,1.0,
3030,16063,,,1.0,D
3031,17003,,,1.0,3
3032,17059,,,2.0,D
3033,17171,,,3.0,D
3034,17175,,,2.0,3
3035,18007,,,1.0,D
3036,18015,,,4.0,D
3037,18161,,,1.0,D
3038,20093,,,1.0,
3039,21135,,,1.0,
3040,21215,,,1.0,D
3041,22091,,,1.0,D
3042,27155,,,1.0,
3043,28015,,,1.0,D
3044,28135,,,1.0,D
3045,29197,,,1.0,D
3046,30051,,,2.0,D
3047,31051,,,4.0,D
3048,31059,,,1.0,D
3049,31077,,,1.0,D
3050,31085,,,1.0,
3051,31125,,,2.0,D
3052,31173,,,1.0,D
3053,38065,,,1.0,D
3054,39125,,,3.0,D
3055,39137,,,6.0,D
3056,46137,,,1.0,
3057,48271,,,1.0,
3058,54043,,,1.0,D
3059,5013,,,,D
3060,5147,,,,D
3061,8025,,,,D
3062,13079,,,,D
3063,13101,,,,D
3064,13141,,,,D
3065,13155,,,,D
3066,13315,,,,D
3067,13319,,,,D
3068,21191,,,,D
3069,28055,,,,D
3070,31149,,,,D
3071,31167,,,,D
3072,40055,,,,D
3073,45017,,,,D
3074,47007,,,,D
3075,47121,,,,D
3076,51145,,,,D
3077,54105,,,,D
