,geo_id,hot_big,hot_small,bar_big,bar_small
0,1001,8.0,D,,D
1,1003,51.0,34,12.0,24
2,1005,9.0,3,,D
3,1009,2.0,3,,D
4,1013,7.0,,,3
5,1015,27.0,8,4.0,6
6,1017,3.0,D,,5
7,1019,3.0,4,,
8,1021,6.0,3,,6
9,1023,3.0,,,D
10,1025,7.0,4,,D
11,1029,1.0,D,,D
12,1031,11.0,4,2.0,D
13,1033,10.0,D,3.0,3
14,1035,3.0,,,
15,1037,1.0,,,
16,1039,8.0,5,,6
17,1041,1.0,D,,D
18,1043,13.0,7,,
19,1045,7.0,3,3.0,7
20,1047,8.0,8,2.0,6
21,1049,7.0,7,,
22,1051,8.0,D,3.0,3
23,1053,7.0,4,,
24,1055,16.0,D,7.0,4
25,1057,1.0,D,,
26,1059,2.0,6,,D
27,1061,1.0,D,,3
28,1063,2.0,,,3
29,1067,1.0,D,,D
30,1069,26.0,7,13.0,12
31,1071,10.0,4,,3
32,1073,106.0,43,42.0,50
33,1077,10.0,3,3.0,D
34,1079,3.0,,,
35,1081,26.0,8,9.0,9
36,1083,9.0,9,1.0,6
37,1087,3.0,D,1.0,D
38,1089,61.0,14,33.0,22
39,1091,4.0,D,,D
40,1093,5.0,D,,
41,1095,13.0,6,3.0,5
42,1097,66.0,29,31.0,69
43,1099,4.0,D,,
44,1101,73.0,13,13.0,18
45,1103,23.0,D,2.0,6
46,1105,2.0,D,,D
47,1107,1.0,D,,D
48,1109,9.0,D,5.0,D
49,1111,2.0,D,,D
50,1113,9.0,D,1.0,6
51,1115,9.0,5,2.0,7
52,1117,27.0,21,5.0,10
53,1119,3.0,D,,4
54,1121,13.0,5,1.0,5
55,1123,9.0,3,,D
56,1125,38.0,25,22.0,20
57,1127,7.0,D,2.0,D
58,1129,1.0,,,D
59,1131,3.0,D,,D
60,2013,3.0,D,3.0,
61,2016,2.0,,1.0,
62,2020,77.0,151,44.0,10
63,2050,3.0,11,,
64,2060,4.0,5,,
65,2068,17.0,19,1.0,
66,2070,2.0,10,1.0,
67,2090,38.0,59,20.0,6
68,2100,5.0,14,2.0,
69,2105,6.0,11,1.0,
70,2110,15.0,28,10.0,
71,2122,58.0,216,24.0,4
72,2130,9.0,38,15.0,D
73,2150,8.0,29,7.0,
74,2164,1.0,12,,
75,2170,43.0,68,15.0,3
76,2180,3.0,11,3.0,D
77,2185,4.0,S,,
78,2195,2.0,5,1.0,
79,2198,5.0,22,3.0,
80,2220,7.0,25,3.0,
81,2230,5.0,D,1.0,
82,2240,13.0,11,2.0,
83,2261,28.0,38,3.0,3
84,2275,2.0,4,1.0,
85,2282,4.0,4,,
86,2290,4.0,10,1.0,3
87,4001,17.0,6,2.0,D
88,4003,47.0,28,21.0,11
89,4005,144.0,61,21.0,D
90,4007,19.0,16,12.0,D
91,4009,5.0,D,3.0,4
92,4011,1.0,D,2.0,D
93,4012,10.0,D,6.0,D
94,4013,436.0,374,303.0,140
95,4015,53.0,23,29.0,13
96,4017,53.0,23,7.0,
97,4019,143.0,101,98.0,37
98,4021,27.0,24,12.0,11
99,4023,18.0,16,4.0,9
100,4025,96.0,41,34.0,11
101,4027,36.0,4,22.0,8
102,5001,6.0,9,1.0,
103,5003,3.0,D,,
104,5005,20.0,38,3.0,4
105,5007,52.0,23,8.0,16
106,5009,6.0,7,,
107,5011,3.0,D,1.0,
108,5015,62.0,70,3.0,4
109,5017,3.0,,,D
110,5019,10.0,D,,
111,5021,1.0,D,,D
112,5023,9.0,9,1.0,D
113,5027,10.0,D,1.0,D
114,5029,5.0,D,2.0,D
115,5031,14.0,7,5.0,6
116,5033,16.0,7,1.0,3
117,5035,27.0,6,,D
118,5037,1.0,3,,D
119,5039,2.0,,,
120,5041,7.0,D,1.0,
121,5043,8.0,D,,
122,5045,22.0,5,2.0,6
123,5047,4.0,,,
124,5049,2.0,,,
125,5051,45.0,24,10.0,15
126,5053,1.0,,,D
127,5055,4.0,D,,3
128,5057,8.0,,,D
129,5059,6.0,8,,D
130,5061,1.0,3,,
131,5063,8.0,,1.0,
132,5065,1.0,6,1.0,
133,5067,3.0,,2.0,3
134,5069,16.0,5,1.0,6
135,5071,6.0,D,,D
136,5075,1.0,D,,
137,5079,1.0,,,
138,5081,1.0,4,,
139,5083,1.0,D,3.0,D
140,5085,11.0,D,1.0,D
141,5089,4.0,29,,D
142,5091,16.0,D,4.0,10
143,5093,16.0,5,2.0,5
144,5095,6.0,D,,D
145,5097,6.0,7,,
146,5099,1.0,,,
147,5101,2.0,9,,
148,5103,3.0,D,1.0,3
149,5105,1.0,D,,
150,5107,6.0,D,,D
151,5109,8.0,D,,
152,5111,3.0,D,,D
153,5113,7.0,18,,D
154,5115,16.0,D,2.0,D
155,5117,2.0,D,,D
156,5119,116.0,34,28.0,22
157,5121,2.0,D,,D
158,5123,10.0,4,,D
159,5125,15.0,12,1.0,D
160,5127,1.0,D,,
161,5131,24.0,9,6.0,15
162,5133,4.0,D,,D
163,5135,5.0,6,,D
164,5137,12.0,7,,D
165,5139,11.0,D,1.0,D
166,5141,3.0,3,,
167,5143,47.0,8,29.0,18
168,5145,13.0,6,,D
169,5149,1.0,D,,
170,6001,178.0,220,159.0,41
171,6003,3.0,D,,
172,6005,18.0,8,4.0,D
173,6007,29.0,23,28.0,9
174,6009,17.0,11,4.0,6
175,6011,8.0,3,4.0,4
176,6013,63.0,134,64.0,32
177,6015,19.0,8,1.0,
178,6017,59.0,70,19.0,6
179,6019,100.0,58,65.0,23
180,6021,8.0,D,4.0,D
181,6023,62.0,62,31.0,9
182,6025,28.0,15,13.0,7
183,6027,28.0,22,2.0,
184,6029,107.0,72,53.0,31
185,6031,15.0,D,6.0,3
186,6033,18.0,17,10.0,4
187,6035,8.0,6,5.0,
188,6037,1165.0,1259,720.0,464
189,6039,24.0,16,8.0,S
190,6041,65.0,112,26.0,11
191,6043,24.0,32,3.0,D
192,6045,91.0,45,20.0,7
193,6047,23.0,17,15.0,7
194,6049,5.0,4,,
195,6051,54.0,31,1.0,
196,6053,208.0,88,27.0,18
197,6055,92.0,77,10.0,11
198,6057,21.0,41,13.0,D
199,6059,450.0,370,228.0,110
200,6061,67.0,54,26.0,8
201,6063,26.0,12,10.0,D
202,6065,278.0,212,90.0,64
203,6067,118.0,98,100.0,39
204,6069,7.0,4,2.0,D
205,6071,243.0,215,99.0,77
206,6073,508.0,503,333.0,98
207,6075,309.0,333,398.0,62
208,6077,55.0,58,47.0,20
209,6079,168.0,146,33.0,21
210,6081,147.0,131,55.0,30
211,6083,144.0,98,49.0,26
212,6085,247.0,223,146.0,31
213,6087,73.0,61,36.0,5
214,6089,44.0,30,17.0,8
215,6091,6.0,8,,D
216,6093,35.0,19,9.0,D
217,6095,55.0,31,34.0,9
218,6097,121.0,176,50.0,18
219,6099,37.0,22,33.0,18
220,6101,7.0,7,4.0,6
221,6103,19.0,8,6.0,D
222,6105,9.0,11,4.0,D
223,6107,48.0,30,13.0,15
224,6109,26.0,19,4.0,7
225,6111,83.0,88,50.0,9
226,6113,34.0,27,14.0,5
227,6115,4.0,9,5.0,5
228,8001,65.0,31,42.0,26
229,8003,13.0,D,2.0,D
230,8005,82.0,50,56.0,19
231,8007,13.0,6,2.0,D
232,8009,2.0,D,,
233,8011,3.0,,,D
234,8013,48.0,65,24.0,5
235,8014,9.0,12,3.0,D
236,8015,23.0,41,3.0,
237,8017,1.0,D,1.0,D
238,8019,9.0,8,2.0,
239,8021,3.0,D,1.0,D
240,8023,1.0,D,,
241,8027,3.0,5,1.0,D
242,8029,12.0,15,7.0,D
243,8031,132.0,93,187.0,50
244,8033,3.0,D,1.0,D
245,8035,25.0,33,16.0,4
246,8037,47.0,27,7.0,6
247,8041,125.0,86,88.0,24
248,8043,10.0,16,5.0,D
249,8045,43.0,25,5.0,D
250,8047,5.0,4,1.0,
251,8049,31.0,13,6.0,
252,8051,29.0,24,10.0,D
253,8053,3.0,11,1.0,D
254,8055,5.0,5,2.0,3
255,8057,5.0,D,1.0,
256,8059,66.0,76,63.0,31
257,8061,1.0,D,,D
258,8063,7.0,3,,D
259,8065,9.0,9,4.0,
260,8067,37.0,37,10.0,4
261,8069,113.0,78,44.0,3
262,8071,10.0,D,3.0,8
263,8073,11.0,D,,3
264,8075,4.0,3,4.0,
265,8077,41.0,21,12.0,D
266,8079,5.0,D,1.0,
267,8081,10.0,D,2.0,
268,8083,18.0,10,4.0,
269,8085,12.0,8,6.0,D
270,8087,10.0,4,3.0,5
271,8089,8.0,D,4.0,D
272,8091,20.0,13,,D
273,8093,5.0,D,5.0,D
274,8095,3.0,,,D
275,8097,41.0,14,9.0,D
276,8099,7.0,D,3.0,
277,8101,27.0,9,39.0,15
278,8103,7.0,3,1.0,D
279,8105,13.0,7,,D
280,8107,36.0,15,5.0,D
281,8109,1.0,7,,
282,8111,8.0,8,2.0,
283,8113,16.0,14,4.0,
284,8115,1.0,3,1.0,
285,8117,46.0,20,17.0,D
286,8119,19.0,14,4.0,3
287,8123,35.0,19,31.0,15
288,8125,4.0,5,3.0,
289,9001,84.0,78,59.0,61
290,9003,106.0,50,73.0,38
291,9005,26.0,40,11.0,14
292,9007,23.0,16,14.0,4
293,9009,79.0,59,98.0,62
294,9011,69.0,41,34.0,18
295,9013,7.0,8,11.0,D
296,9015,13.0,7,13.0,6
297,10001,68.0,17,5.0,5
298,10003,56.0,43,50.0,16
299,10005,78.0,37,20.0,4
300,11001,119.0,122,141.0,29
301,12001,41.0,29,34.0,10
302,12003,4.0,D,,4
303,12005,70.0,69,31.0,18
304,12007,7.0,3,2.0,3
305,12009,79.0,76,79.0,41
306,12011,293.0,359,160.0,177
307,12013,1.0,D,,D
308,12015,19.0,33,13.0,8
309,12017,16.0,19,19.0,14
310,12019,11.0,17,10.0,15
311,12021,68.0,62,16.0,13
312,12023,23.0,7,5.0,3
313,12027,5.0,D,3.0,3
314,12029,1.0,D,4.0,D
315,12031,138.0,73,86.0,86
316,12033,44.0,60,38.0,37
317,12035,15.0,13,10.0,12
318,12037,6.0,8,1.0,4
319,12039,5.0,4,4.0,D
320,12041,1.0,,1.0,D
321,12045,6.0,11,2.0,D
322,12047,2.0,D,,D
323,12051,8.0,D,3.0,5
324,12053,14.0,11,22.0,19
325,12055,11.0,8,4.0,9
326,12057,154.0,132,111.0,122
327,12059,3.0,4,2.0,D
328,12061,15.0,22,12.0,11
329,12063,10.0,D,1.0,D
330,12065,2.0,6,1.0,
331,12067,1.0,D,,
332,12069,42.0,43,14.0,15
333,12071,100.0,123,44.0,40
334,12073,58.0,21,27.0,12
335,12075,7.0,12,5.0,7
336,12079,3.0,,,D
337,12081,46.0,54,38.0,23
338,12083,47.0,36,20.0,30
339,12085,13.0,24,16.0,5
340,12086,440.0,589,156.0,336
341,12087,155.0,58,39.0,12
342,12089,20.0,17,6.0,8
343,12091,49.0,51,20.0,20
344,12093,7.0,6,3.0,D
345,12095,300.0,204,122.0,101
346,12097,94.0,73,14.0,24
347,12099,142.0,214,108.0,94
348,12101,23.0,46,50.0,49
349,12103,197.0,208,157.0,104
350,12105,84.0,69,49.0,40
351,12107,7.0,11,13.0,6
352,12109,82.0,53,16.0,17
353,12111,30.0,26,24.0,20
354,12113,6.0,27,9.0,15
355,12115,68.0,75,45.0,22
356,12117,36.0,58,30.0,40
357,12119,6.0,16,5.0,4
358,12121,6.0,D,1.0,10
359,12123,5.0,D,3.0,
360,12127,130.0,105,86.0,45
361,12129,3.0,D,2.0,D
362,12131,26.0,36,6.0,6
363,12133,7.0,D,,D
364,13001,3.0,D,,
365,13005,2.0,D,,D
366,13009,10.0,8,2.0,4
367,13011,12.0,D,,
368,13013,4.0,D,3.0,6
369,13015,29.0,5,1.0,4
370,13017,4.0,D,,D
371,13021,58.0,18,12.0,9
372,13023,1.0,D,,
373,13029,17.0,4,3.0,5
374,13031,15.0,8,2.0,D
375,13033,3.0,4,,3
376,13035,1.0,5,,
377,13039,20.0,6,3.0,6
378,13043,3.0,D,,
379,13045,21.0,9,6.0,5
380,13047,9.0,4,,6
381,13049,3.0,D,,
382,13051,162.0,78,41.0,21
383,13055,4.0,D,,
384,13057,11.0,25,4.0,8
385,13059,19.0,9,47.0,8
386,13063,74.0,30,5.0,32
387,13065,2.0,D,,
388,13067,119.0,106,17.0,54
389,13069,8.0,D,,D
390,13071,7.0,S,,3
391,13073,14.0,23,1.0,16
392,13075,7.0,D,,
393,13077,13.0,10,1.0,6
394,13081,11.0,3,,D
395,13083,1.0,D,,
396,13085,5.0,3,,
397,13087,7.0,D,,D
398,13089,95.0,104,23.0,84
399,13091,5.0,D,,
400,13093,1.0,4,,
401,13095,34.0,3,4.0,17
402,13097,22.0,22,3.0,11
403,13099,2.0,4,,D
404,13103,5.0,3,,5
405,13105,4.0,D,,D
406,13107,3.0,6,,D
407,13111,11.0,6,1.0,4
408,13113,13.0,22,2.0,3
409,13115,24.0,8,,S
410,13117,8.0,17,2.0,5
411,13119,4.0,D,,D
412,13121,221.0,170,113.0,101
413,13123,8.0,6,2.0,D
414,13127,47.0,25,5.0,D
415,13129,16.0,6,1.0,D
416,13131,3.0,,,
417,13133,3.0,3,,D
418,13135,108.0,102,24.0,65
419,13137,7.0,10,1.0,
420,13139,17.0,11,1.0,6
421,13143,1.0,3,,3
422,13145,5.0,3,,D
423,13147,4.0,6,,
424,13149,1.0,,,D
425,13151,42.0,34,3.0,27
426,13153,51.0,7,6.0,6
427,13157,3.0,4,,4
428,13161,2.0,,,
429,13163,2.0,D,,
430,13165,2.0,,,
431,13169,1.0,D,,D
432,13171,4.0,D,,D
433,13175,13.0,5,1.0,4
434,13179,13.0,D,4.0,7
435,13181,1.0,,,D
436,13183,1.0,D,,
437,13185,39.0,12,5.0,8
438,13187,10.0,7,2.0,
439,13189,6.0,3,,D
440,13191,7.0,6,,D
441,13193,3.0,D,1.0,
442,13199,5.0,D,,D
443,13201,1.0,,,D
444,13205,4.0,,,D
445,13207,11.0,D,,D
446,13211,8.0,D,,D
447,13213,5.0,D,1.0,
448,13215,52.0,10,23.0,19
449,13217,8.0,4,1.0,3
450,13219,3.0,D,,D
451,13223,7.0,6,1.0,3
452,13225,10.0,6,1.0,D
453,13227,4.0,D,,
454,13229,2.0,,,4
455,13233,8.0,3,,3
456,13235,2.0,D,,D
457,13237,2.0,D,1.0,D
458,13241,13.0,12,,D
459,13243,1.0,,,D
460,13245,59.0,16,29.0,22
461,13247,17.0,D,2.0,D
462,13251,2.0,4,,
463,13253,4.0,,,
464,13255,11.0,8,,D
465,13257,6.0,3,,4
466,13261,9.0,D,,
467,13267,3.0,D,,D
468,13271,2.0,D,,D
469,13273,3.0,D,,
470,13275,14.0,4,2.0,D
471,13277,11.0,7,,4
472,13279,12.0,D,3.0,S
473,13281,5.0,11,,
474,13285,20.0,12,,7
475,13287,4.0,D,,D
476,13289,1.0,,,
477,13291,7.0,10,,
478,13293,6.0,3,1.0,D
479,13295,4.0,8,2.0,D
480,13297,7.0,4,,D
481,13299,10.0,D,3.0,6
482,13303,3.0,D,,D
483,13305,8.0,D,,
484,13311,22.0,13,2.0,D
485,13313,20.0,3,,8
486,13317,3.0,D,,D
487,13321,3.0,,,D
488,15001,63.0,179,18.0,6
489,15003,111.0,159,179.0,54
490,15007,45.0,41,3.0,D
491,15009,86.0,96,18.0,10
492,16001,68.0,36,68.0,18
493,16003,2.0,D,2.0,
494,16005,26.0,8,21.0,D
495,16007,4.0,5,1.0,
496,16009,2.0,D,4.0,4
497,16011,3.0,D,5.0,D
498,16013,12.0,7,4.0,D
499,16015,4.0,D,3.0,
500,16017,17.0,17,16.0,6
501,16019,30.0,10,13.0,4
502,16021,3.0,5,1.0,
503,16023,1.0,D,,D
504,16027,14.0,D,19.0,14
505,16029,4.0,D,2.0,
506,16031,3.0,5,2.0,3
507,16035,7.0,4,3.0,D
508,16037,13.0,7,2.0,
509,16039,9.0,D,7.0,7
510,16041,1.0,,1.0,
511,16043,6.0,D,2.0,D
512,16045,1.0,D,1.0,D
513,16047,3.0,4,5.0,D
514,16049,10.0,13,7.0,D
515,16053,4.0,D,1.0,
516,16055,35.0,29,38.0,7
517,16057,10.0,9,16.0,4
518,16059,5.0,4,5.0,S
519,16061,4.0,,3.0,D
520,16065,3.0,D,,
521,16067,3.0,,3.0,3
522,16069,10.0,6,11.0,6
523,16073,2.0,D,4.0,D
524,16075,1.0,D,4.0,3
525,16077,2.0,,2.0,
526,16079,6.0,7,17.0,5
527,16081,7.0,12,1.0,D
528,16083,12.0,8,16.0,4
529,16085,17.0,,6.0,D
530,16087,1.0,D,3.0,4
531,17001,13.0,4,26.0,17
532,17005,5.0,D,6.0,
533,17007,1.0,4,6.0,D
534,17009,1.0,,2.0,
535,17011,4.0,D,17.0,16
536,17015,5.0,7,5.0,6
537,17017,2.0,4,5.0,3
538,17019,37.0,16,53.0,4
539,17021,3.0,D,19.0,14
540,17023,4.0,,3.0,3
541,17025,2.0,,3.0,D
542,17027,6.0,3,28.0,7
543,17029,11.0,3,17.0,6
544,17031,478.0,504,890.0,570
545,17033,4.0,D,4.0,D
546,17035,1.0,D,1.0,D
547,17037,11.0,4,20.0,D
548,17039,3.0,D,6.0,D
549,17041,9.0,D,5.0,4
550,17043,119.0,65,63.0,46
551,17045,1.0,D,4.0,3
552,17049,20.0,D,16.0,
553,17051,5.0,6,6.0,D
554,17053,2.0,,2.0,D
555,17055,8.0,3,14.0,9
556,17057,3.0,D,15.0,7
557,17061,1.0,,5.0,D
558,17063,8.0,D,13.0,7
559,17067,3.0,3,7.0,6
560,17069,1.0,5,2.0,
561,17073,5.0,4,15.0,9
562,17075,7.0,D,16.0,14
563,17077,16.0,10,18.0,3
564,17079,1.0,D,3.0,D
565,17081,10.0,4,7.0,D
566,17083,3.0,4,11.0,5
567,17085,24.0,18,18.0,11
568,17087,1.0,5,2.0,D
569,17089,34.0,34,48.0,21
570,17091,12.0,5,32.0,19
571,17093,7.0,9,10.0,7
572,17095,8.0,D,23.0,6
573,17097,76.0,58,74.0,45
574,17099,30.0,6,51.0,47
575,17101,2.0,,3.0,4
576,17103,2.0,3,20.0,8
577,17105,3.0,4,17.0,6
578,17107,5.0,4,15.0,7
579,17109,6.0,D,9.0,
580,17111,13.0,22,49.0,23
581,17113,38.0,D,39.0,8
582,17115,23.0,5,32.0,3
583,17117,1.0,,24.0,12
584,17119,41.0,12,78.0,35
585,17121,10.0,D,18.0,3
586,17123,2.0,D,5.0,D
587,17125,1.0,D,12.0,3
588,17127,6.0,D,1.0,3
589,17129,1.0,D,5.0,D
590,17133,6.0,4,8.0,D
591,17135,6.0,D,10.0,13
592,17137,10.0,,13.0,4
593,17141,11.0,5,14.0,5
594,17143,27.0,12,66.0,23
595,17145,5.0,4,7.0,5
596,17147,3.0,,6.0,D
597,17149,4.0,4,6.0,
598,17151,1.0,3,1.0,
599,17153,1.0,,,3
600,17155,1.0,D,3.0,4
601,17157,3.0,D,12.0,7
602,17159,3.0,D,3.0,
603,17161,21.0,10,55.0,11
604,17163,43.0,17,84.0,40
605,17165,3.0,D,4.0,D
606,17167,36.0,8,76.0,16
607,17173,4.0,D,9.0,3
608,17177,9.0,D,16.0,D
609,17179,21.0,6,43.0,7
610,17181,2.0,15,4.0,4
611,17183,12.0,7,23.0,14
612,17185,1.0,3,1.0,
613,17187,2.0,D,10.0,4
614,17189,3.0,D,8.0,D
615,17191,2.0,D,,D
616,17193,2.0,5,2.0,
617,17195,8.0,D,27.0,5
618,17197,63.0,39,88.0,60
619,17199,18.0,7,20.0,11
620,17201,29.0,19,59.0,25
621,17203,3.0,,7.0,3
622,18001,4.0,D,5.0,
623,18003,59.0,23,59.0,22
624,18005,20.0,8,2.0,
625,18011,8.0,7,4.0,4
626,18013,15.0,9,,
627,18017,3.0,,10.0,D
628,18019,26.0,5,7.0,7
629,18021,1.0,D,2.0,5
630,18023,3.0,,2.0,3
631,18025,2.0,D,,D
632,18027,5.0,3,10.0,D
633,18029,4.0,4,5.0,3
634,18031,6.0,D,2.0,D
635,18033,7.0,D,6.0,D
636,18035,14.0,8,19.0,14
637,18037,11.0,3,5.0,
638,18039,41.0,22,20.0,7
639,18041,3.0,D,4.0,D
640,18043,4.0,11,6.0,6
641,18045,1.0,D,5.0,D
642,18047,2.0,6,3.0,D
643,18049,3.0,,5.0,D
644,18051,3.0,D,4.0,
645,18053,8.0,6,15.0,7
646,18055,1.0,,3.0,D
647,18057,41.0,27,16.0,3
648,18059,8.0,7,2.0,3
649,18061,11.0,3,2.0,8
650,18063,24.0,9,10.0,5
651,18065,4.0,D,6.0,D
652,18067,13.0,D,19.0,7
653,18069,10.0,3,11.0,
654,18071,13.0,D,5.0,D
655,18073,5.0,,4.0,D
656,18075,3.0,D,2.0,5
657,18077,7.0,9,5.0,4
658,18079,2.0,,1.0,D
659,18081,11.0,9,8.0,5
660,18083,7.0,,6.0,D
661,18085,6.0,6,14.0,
662,18087,11.0,3,2.0,D
663,18089,47.0,19,111.0,89
664,18091,21.0,7,27.0,12
665,18093,7.0,5,3.0,D
666,18095,15.0,D,15.0,16
667,18097,178.0,49,171.0,83
668,18099,8.0,4,4.0,
669,18101,1.0,,3.0,
670,18103,3.0,D,3.0,4
671,18105,25.0,9,19.0,D
672,18107,6.0,3,7.0,D
673,18109,4.0,D,2.0,D
674,18111,2.0,D,3.0,5
675,18113,6.0,3,5.0,D
676,18115,1.0,3,1.0,
677,18117,9.0,3,3.0,D
678,18119,1.0,D,1.0,D
679,18121,2.0,4,4.0,D
680,18123,5.0,,5.0,
681,18127,32.0,8,21.0,14
682,18129,3.0,4,3.0,
683,18133,7.0,3,6.0,4
684,18135,2.0,D,3.0,D
685,18139,1.0,,2.0,D
686,18141,48.0,16,44.0,23
687,18143,7.0,D,,D
688,18145,7.0,,4.0,5
689,18147,7.0,D,2.0,D
690,18149,1.0,D,8.0,D
691,18151,7.0,D,7.0,D
692,18153,3.0,D,2.0,D
693,18155,3.0,D,2.0,D
694,18157,24.0,6,32.0,3
695,18159,2.0,D,5.0,D
696,18163,34.0,9,38.0,11
697,18165,1.0,,8.0,4
698,18167,23.0,D,22.0,D
699,18169,4.0,,4.0,3
700,18173,1.0,4,5.0,D
701,18175,2.0,5,1.0,D
702,18177,10.0,13,12.0,3
703,18179,3.0,4,3.0,3
704,18181,7.0,4,4.0,D
705,18183,3.0,,3.0,D
706,19001,4.0,D,,D
707,19005,1.0,8,5.0,4
708,19007,5.0,D,2.0,3
709,19011,3.0,D,10.0,5
710,19013,29.0,12,53.0,12
711,19015,2.0,D,7.0,D
712,19017,4.0,3,5.0,4
713,19019,3.0,4,8.0,4
714,19021,8.0,D,6.0,3
715,19023,1.0,D,4.0,D
716,19027,5.0,,9.0,5
717,19029,5.0,4,2.0,7
718,19031,3.0,D,7.0,D
719,19033,16.0,8,9.0,8
720,19035,3.0,D,8.0,D
721,19037,2.0,6,5.0,6
722,19039,6.0,,1.0,4
723,19041,5.0,4,4.0,D
724,19043,5.0,19,7.0,9
725,19045,9.0,5,23.0,6
726,19047,6.0,D,8.0,5
727,19049,19.0,3,11.0,9
728,19051,2.0,D,1.0,
729,19053,1.0,D,1.0,6
730,19055,2.0,D,7.0,D
731,19057,14.0,D,15.0,6
732,19059,18.0,D,15.0,D
733,19061,27.0,6,33.0,27
734,19063,2.0,D,2.0,D
735,19065,4.0,D,8.0,7
736,19067,6.0,3,1.0,D
737,19069,2.0,D,2.0,
738,19071,5.0,D,3.0,5
739,19073,1.0,D,2.0,
740,19075,1.0,,4.0,D
741,19077,3.0,3,1.0,8
742,19079,5.0,D,5.0,D
743,19081,2.0,,1.0,4
744,19083,4.0,D,7.0,D
745,19085,3.0,D,5.0,4
746,19087,7.0,,3.0,D
747,19089,1.0,D,7.0,4
748,19091,1.0,,4.0,D
749,19093,2.0,D,3.0,D
750,19095,6.0,8,5.0,D
751,19097,7.0,3,6.0,8
752,19099,8.0,,3.0,4
753,19101,6.0,D,4.0,D
754,19103,26.0,13,39.0,7
755,19105,3.0,D,9.0,D
756,19107,1.0,D,,D
757,19109,3.0,6,3.0,4
758,19111,12.0,3,19.0,8
759,19113,40.0,12,56.0,10
760,19115,1.0,,2.0,4
761,19117,2.0,D,2.0,
762,19119,2.0,,4.0,D
763,19121,1.0,D,1.0,D
764,19123,3.0,D,4.0,D
765,19125,9.0,D,8.0,4
766,19127,7.0,5,16.0,13
767,19129,3.0,,1.0,3
768,19131,4.0,D,2.0,D
769,19133,1.0,,6.0,6
770,19135,1.0,,5.0,D
771,19137,2.0,D,2.0,D
772,19139,11.0,5,10.0,5
773,19141,3.0,4,5.0,3
774,19143,3.0,,1.0,
775,19145,2.0,D,2.0,D
776,19147,2.0,,4.0,4
777,19149,6.0,D,12.0,D
778,19151,3.0,,4.0,D
779,19153,92.0,28,132.0,29
780,19155,34.0,9,27.0,16
781,19157,7.0,5,5.0,D
782,19159,3.0,3,1.0,D
783,19161,2.0,D,2.0,4
784,19163,34.0,12,68.0,15
785,19165,3.0,D,6.0,6
786,19167,7.0,6,6.0,5
787,19169,20.0,4,20.0,D
788,19171,4.0,D,5.0,6
789,19175,2.0,D,3.0,3
790,19177,1.0,4,3.0,D
791,19179,8.0,D,7.0,3
792,19181,2.0,3,6.0,5
793,19183,4.0,D,6.0,
794,19185,2.0,D,1.0,3
795,19187,11.0,4,13.0,6
796,19189,1.0,D,2.0,7
797,19191,6.0,13,12.0,4
798,19193,30.0,4,36.0,18
799,19195,1.0,4,1.0,
800,19197,3.0,3,6.0,D
801,20001,3.0,D,3.0,
802,20003,3.0,,,
803,20005,1.0,D,,D
804,20007,3.0,6,,4
805,20009,8.0,D,2.0,D
806,20011,6.0,D,,
807,20013,1.0,D,2.0,D
808,20015,13.0,D,3.0,4
809,20019,1.0,3,,D
810,20021,2.0,D,,3
811,20023,1.0,D,,3
812,20027,2.0,D,,D
813,20029,5.0,D,1.0,D
814,20031,3.0,D,,D
815,20033,1.0,D,1.0,D
816,20035,10.0,D,1.0,D
817,20037,7.0,D,5.0,D
818,20039,3.0,,,
819,20041,7.0,3,3.0,3
820,20043,2.0,D,,D
821,20045,20.0,5,34.0,10
822,20047,1.0,3,1.0,
823,20049,2.0,,,
824,20051,15.0,D,10.0,D
825,20053,2.0,D,2.0,
826,20055,18.0,D,6.0,D
827,20057,19.0,D,6.0,5
828,20059,7.0,,,4
829,20061,17.0,,3.0,7
830,20063,2.0,D,,
831,20065,1.0,3,1.0,
832,20067,3.0,D,,
833,20069,1.0,D,,D
834,20073,1.0,,1.0,D
835,20075,2.0,D,1.0,D
836,20077,5.0,D,2.0,D
837,20079,8.0,4,4.0,D
838,20081,1.0,,,D
839,20083,1.0,D,,D
840,20085,4.0,D,,D
841,20087,2.0,D,4.0,4
842,20089,2.0,D,,D
843,20091,76.0,54,27.0,20
844,20095,3.0,D,,
845,20097,1.0,,,
846,20099,4.0,D,1.0,D
847,20103,9.0,7,7.0,9
848,20105,1.0,D,,
849,20107,1.0,,1.0,
850,20109,3.0,D,,
851,20111,15.0,,11.0,D
852,20113,9.0,9,1.0,5
853,20115,2.0,4,,
854,20117,4.0,3,3.0,4
855,20119,3.0,D,,D
856,20121,1.0,4,3.0,D
857,20123,1.0,6,1.0,
858,20125,11.0,3,7.0,4
859,20127,1.0,3,,D
860,20129,1.0,,,
861,20131,4.0,D,1.0,
862,20133,4.0,3,1.0,4
863,20135,2.0,D,,
864,20137,2.0,D,1.0,
865,20141,2.0,D,2.0,
866,20145,3.0,,,D
867,20147,3.0,,1.0,
868,20149,4.0,3,2.0,D
869,20151,11.0,D,1.0,
870,20155,11.0,10,6.0,5
871,20157,1.0,D,1.0,
872,20159,2.0,D,,D
873,20161,13.0,11,13.0,10
874,20165,1.0,D,1.0,D
