,state_name,state_code,geo_id,county_name,area_sqmi,log_aland_sqmi,pop_est_2015,log_pop_est_2015,pop_den_2015,log_pop_den_2015,tot_pop_ch_2015,pop_ch_10000_2015,lat,long
32,Alabama,AL,1065,Hale County,643.943,6.467610212870403,15068,9.620328568811932,23.399586609373813,3.1527183559415293,-63,-41.81045925139368,32.752796000000004,-87.62306099999999
33,Alabama,AL,1067,Henry County,561.75,6.331056911065438,17221,9.7538848483049,30.655985758789498,3.422827937239461,45,26.130886708088962,31.516978,-85.239971
34,Alabama,AL,1069,Houston County,579.826,6.362728058531463,104173,11.553808257642238,179.6625194454888,5.191080199110775,63,6.047632303955919,31.158193,-85.296398
35,Alabama,AL,1071,Jackson County,1077.867,6.9827393672340445,52419,10.867024400007148,48.6321596263732,3.884285032773104,-212,-40.443350693450846,34.764114,-85.980056
36,Alabama,AL,1073,Jefferson County,1111.279,7.0132668832255085,660367,13.400551020064258,594.2405102588999,6.38728413683875,-1,-0.015143094673113587,33.553444,-86.896536
37,Alabama,AL,1075,Lamar County,604.846,6.404973880174103,13886,9.538636417313219,22.957909947325433,3.1336625371391156,-164,-118.10456574967593,33.787085,-88.08743100000001
38,Alabama,AL,1077,Lauderdale County,667.7,6.503838970863823,92596,11.436001223156996,138.67904747641154,4.932162252293174,-467,-50.43414402349993,34.904121999999994,-87.650997
39,Alabama,AL,1079,Lawrence County,690.677,6.537672275989305,33115,10.40774163091908,47.945711236945776,3.870069354929775,-311,-93.9151441944738,34.529776,-87.321865
40,Alabama,AL,1081,Lee County,607.552,6.409437768259333,156993,11.9639564973492,258.40257294848834,5.554518729089866,2567,163.51047498933073,32.604064,-85.353048
41,Alabama,AL,1083,Limestone County,559.939,6.327827849224619,91663,11.425874087180578,163.70176037032607,5.098046237955959,1051,114.65913181981824,34.810239,-86.981399
42,Alabama,AL,1085,Lowndes County,715.9110000000001,6.573555857558574,10458,9.255122514748075,14.60796104543721,2.6815666571895016,-97,-92.75196022183974,32.147888,-86.650586
43,Alabama,AL,1087,Macon County,608.885,6.411629415724132,19105,9.857705359881,31.37702521822676,3.4460759441568682,-282,-147.605338916514,32.387027,-85.692887
44,Alabama,AL,1089,Madison County,801.5930000000001,6.686600997757542,353089,12.77447542878325,440.4841359642611,6.087874431025707,2977,84.31302023002699,34.764238,-86.55108
45,Alabama,AL,1091,Marengo County,976.882,6.884365866857041,20028,9.904886573449835,20.50196441330683,3.0205207065927944,-108,-53.924505692031154,32.247591,-87.79109100000001
46,Alabama,AL,1093,Marion County,742.2919999999999,6.609742696751671,30168,10.314537038938193,40.64168817662053,3.704794342186522,-78,-25.855210819411298,34.138219,-87.881551
47,Alabama,AL,1095,Marshall County,565.842,6.338314887289564,94725,11.458733235886802,167.4053887834413,5.120418348597238,369,38.95486935866983,34.309564,-86.321668
48,Alabama,AL,1097,Mobile County,1229.396,7.114278270847964,415395,12.936985153760471,337.88543317206177,5.822706882912507,469,11.290458479278758,30.684571999999996,-88.196568
49,Alabama,AL,1099,Monroe County,1025.6889999999999,6.933119860872511,21673,9.983822525188403,21.130186635520126,3.0507026643158914,-224,-103.35440409726388,31.580332000000002,-87.383266
50,Alabama,AL,1101,Montgomery County,784.316,6.664812000367543,226519,12.330584105596772,288.8108874484264,5.6657721052292285,130,5.73903292880509,32.202881,-86.204461
51,Alabama,AL,1103,Morgan County,579.36,6.361924046017331,119565,11.691615435530133,206.3742750621375,5.329691389512802,-91,-7.61092292895078,34.454484,-86.846402
52,Alabama,AL,1105,Perry County,719.664,6.578784436420657,9652,9.174920426744922,13.411814402276619,2.5961359903242656,-203,-210.319104848736,32.639005,-87.29382700000001
53,Alabama,AL,1107,Pickens County,881.43,6.78154558858835,20864,9.94578046472638,23.670626141610793,3.1642348761380297,525,251.62960122699386,33.296793,-88.096863
54,Alabama,AL,1109,Pike County,672.1039999999999,6.510413090453524,33046,10.405655809210936,49.16798590694298,3.895242718757413,-44,-13.314773346244628,31.798651,-85.941604
55,Alabama,AL,1111,Randolph County,580.549,6.36397420756701,22696,10.029943976488687,39.094029961295256,3.665969768921677,210,92.52731758900246,33.296475,-85.46406800000001
56,Alabama,AL,1113,Russell County,641.155,6.46327123736181,59660,10.99641705806874,93.05082234405097,4.533145820706929,-52,-8.716057660073751,32.289811,-85.18698
57,Alabama,AL,1115,St. Clair County,631.905,6.448739066392511,87074,11.374513610815686,137.79602946645463,4.925774544423176,513,58.91540528745664,33.712963,-86.315663
58,Alabama,AL,1117,Shelby County,785.3689999999999,6.666153671031347,208713,12.248715381494279,265.7515129830691,5.582561710462931,2514,120.45248738698595,33.263042999999996,-86.678089
59,Alabama,AL,1119,Sumter County,903.8889999999999,6.806706565242541,13103,9.480596490604585,14.49624898632465,2.6738899253620443,-140,-106.84576051285966,32.597481,-88.200057
60,Alabama,AL,1121,Talladega County,736.7769999999999,6.602285268384375,80862,11.300499276997215,109.75098299756915,4.6982140086128386,-396,-48.97232321733323,33.369314,-86.17593000000001
61,Alabama,AL,1123,Tallapoosa County,716.5210000000001,6.574407555980383,40844,10.617515210675428,57.00321414166507,4.043107654695046,-268,-65.61551268240133,32.863369,-85.799553
62,Alabama,AL,1125,Tuscaloosa County,1321.674,7.186654393935257,203976,12.225757618846572,154.33155225872645,5.039103224911315,1457,71.42997215358669,33.290242,-87.522735
63,Alabama,AL,1127,Walker County,791.194,6.673543196862155,65294,11.086655427428875,82.52590388703656,4.413112230566721,-273,-41.8108861457408,33.791558,-87.30109399999999
64,Alabama,AL,1129,Washington County,1080.2069999999999,6.984907968419223,16804,9.729372232289272,15.55627763937838,2.7444642638700496,-59,-35.11068793144489,31.405216999999997,-88.197564
65,Alabama,AL,1131,Wilcox County,888.498,6.789532396607367,11059,9.31099985507536,12.44684850162859,2.5214674584679933,7,6.329686228411249,31.990084999999997,-87.304907
66,Alabama,AL,1133,Winston County,612.982,6.418335571720421,23877,10.080670931473959,38.95220414302541,3.6623353597535377,-224,-93.81413075344474,34.154607,-87.36529
67,Alaska,AK,2013,Aleutians East Borough,6981.835999999999,8.85106719841747,3341,8.114025442356757,0.4785274245914685,-0.7370417560607132,24,71.83478000598623,55.24504399999999,-161.997477
68,Alaska,AK,2016,Aleutians West Census Area,4390.173,8.387123913037627,5702,8.648572269472618,1.2988098646682034,0.26144835643499037,-49,-85.93475973342687,51.959447,178.338813
69,Alaska,AK,2020,Anchorage Municipality,1706.704,7.4423193041261895,298695,12.607178264860885,175.01277315808719,5.164858960734696,-1662,-55.642042886556524,61.17425,-149.284329
70,Alaska,AK,2050,Bethel Census Area,40570.028,10.610784846365402,17946,9.795122527858004,0.44234625620667556,-0.8156623185073983,23,12.816226457149225,60.929141,-160.152625
71,Alaska,AK,2060,Bristol Bay Borough,503.849,6.222276620006768,892,6.79346613258001,1.770371678816471,0.5711895125732415,-54,-605.3811659192825,58.730157999999996,-156.996632
72,Alaska,AK,2068,Denali Borough,12747.528999999999,9.453092727882597,1919,7.5595594960077,0.1505389789660412,-1.8935332318748967,16,83.37675872850443,63.68110600000001,-150.026544
73,Alaska,AK,2070,Dillingham Census Area,18568.985,9.829247994802326,4997,8.516593011344206,0.2691046387295805,-1.3126549834581216,3,6.0036021612967785,60.29731999999999,-158.094726
74,Alaska,AK,2090,Fairbanks North Star Borough,7343.286,8.901541705351718,99631,11.509228640125938,13.56763171147086,2.607686934774221,260,26.09629532976684,64.692317,-146.601733
75,Alaska,AK,2100,Haines Borough,2320.096,7.7493638431146,2534,7.837554360881084,1.092196184985449,0.08819051776648397,-32,-126.28255722178375,59.098771,-135.57693600000002
76,Alaska,AK,2105,Hoonah-Angoon Census Area,6550.75,8.78733482589103,2133,7.665284718471351,0.3256115711941381,-1.1220501074196794,42,196.9057665260197,58.403335999999996,-135.88490900000002
77,Alaska,AK,2110,Juneau City and Borough,2702.013,7.901752329759495,32756,10.39684143039008,12.122813620807895,2.4950891006305835,131,39.99267309805837,58.37291,-134.17844499999998
78,Alaska,AK,2122,Kenai Peninsula Borough,16075.263,9.685036909780694,58059,10.96921501386846,3.611698296942327,1.2841781040877682,421,72.51244423775815,60.366668000000004,-152.322283
79,Alaska,AK,2130,Ketchikan Gateway Borough,4858.434,8.488471442747583,13709,9.5258078304359,2.8216911045822584,1.0373363876883177,-72,-52.52024217667226,55.449938,-131.106685
80,Alaska,AK,2150,Kodiak Island Borough,6550.3640000000005,8.787275899604287,13889,9.53885243891622,2.1203401826219124,0.7515765393119327,-118,-84.9593203254374,57.502015,-153.563512
81,Alaska,AK,2158,Kusilvak Census Area,17081.277,9.7457382303557,8119,9.001962272862446,0.4753157506900685,-0.7437759574932531,66,81.29079935952703,62.28306,-163.190903
82,Alaska,AK,2164,Lake and Peninsula Borough,23450.299,10.062638524326188,1563,7.354362330421477,0.06665160218212997,-2.70827619390471,-66,-422.26487523992324,58.205065000000005,-156.705188
83,Alaska,AK,2170,Matanuska-Susitna Borough,24608.08,10.11083012327538,101095,11.5238159478014,4.10820348438399,1.4129858245260223,2810,277.9563776645729,62.279075,-149.61756200000002
84,Alaska,AK,2180,Nome Census Area,22962.951,10.041637370049068,9846,9.194820560318146,0.428777642734159,-0.8468168097309217,13,13.203331302051595,64.783686,-164.18891200000002
85,Alaska,AK,2185,North Slope Borough,88839.308,11.394584488693921,9687,9.178540059426386,0.1090395706369077,-2.216044429267536,-26,-26.84009497264375,69.449343,-153.47283000000002
86,Alaska,AK,2188,Northwest Arctic Borough,35635.348,10.481093345568096,7752,8.955706153570603,0.21753681204404124,-1.525387191997494,4,5.159958720330238,67.005066,-160.021086
87,Alaska,AK,2195,Petersburg Borough,2917.593,7.978514240259346,3177,8.063692634269517,1.0889113046267935,0.08517839401016966,-7,-22.033364809568777,57.112458,-133.008598
88,Alaska,AK,2198,Prince of Wales-Hyder Census Area,5262.01,8.568268362016525,6341,8.754791763700032,1.2050528220204826,0.1865234016835073,-43,-67.81264784734269,55.682773,-133.162389
89,Alaska,AK,2220,Sitka City and Borough,2870.39,7.962203188023403,8863,9.089640586738398,3.0877337225951877,1.1274373987149953,-18,-20.309150400541576,57.193204,-135.36739599999999
90,Alaska,AK,2230,Skagway Municipality,452.32300000000004,6.114396526395871,1057,6.963189985870238,2.336825675457582,0.8487934594743662,19,179.75402081362347,59.575097,-135.335418
91,Alaska,AK,2240,Southeast Fairbanks Census Area,24767.606,10.117291868640187,6839,8.830396801098097,0.27612680854177024,-1.2868950675420912,-139,-203.24608860944582,63.864996999999995,-143.218628
92,Alaska,AK,2261,Valdez-Cordova Census Area,34238.282999999996,10.441099682970286,9362,9.144414221860016,0.2734366089561209,-1.296685461110271,-131,-139.92736594744713,61.34984,-145.02314099999998
93,Alaska,AK,2275,Wrangell City and Borough,2541.478,7.8405010805441595,2382,7.775695749915245,0.9372498994679473,-0.0648053306289143,22,92.35936188077245,56.180779,-132.02678799999998
94,Alaska,AK,2282,Yakutat City and Borough,7649.326999999999,8.942372949094446,613,6.418364935936212,0.08013776898281379,-2.5240080131582343,-21,-342.5774877650897,60.007062,-140.148108
95,Alaska,AK,2290,Yukon-Koyukuk Census Area,145492.71300000002,11.887881281865289,5533,8.618485442898109,0.038029396015180496,-3.2693958389671787,-30,-54.220133742996566,65.375716,-151.577878
96,Arizona,AZ,4001,Apache County,11197.663,9.323460374796225,71474,11.177089026186728,6.382939011470518,1.8536286513905031,-384,-53.72583037188348,35.385084,-109.490172
97,Arizona,AZ,4003,Cochise County,6165.659000000001,8.726750303640783,126427,11.747420345478977,20.50502630781235,3.0206700418381933,-894,-70.71274332223338,31.840128999999997,-109.77516299999999
98,Arizona,AZ,4005,Coconino County,18618.65,9.831919045517326,139097,11.84292681046113,7.470842408015618,2.0110077649438027,1460,104.9627238545763,35.829692,-111.773728
99,Arizona,AZ,4007,Gila County,4757.9529999999995,8.467572812714073,53159,10.881042701514057,11.172661856895182,2.4134698887999853,20,3.762298011625501,33.789618,-110.81187
100,Arizona,AZ,4009,Graham County,4622.532999999999,8.438698102229848,37666,10.536513109754692,8.148346371999942,2.0978150075248445,-292,-77.52349599107949,32.931828,-109.87831000000001
101,Arizona,AZ,4011,Greenlee County,1843.125,7.519217779569541,9529,9.162095059348188,5.170023736859952,1.6428772797786475,206,216.18218071151222,33.238872,-109.242323
102,Arizona,AZ,4012,La Paz County,4499.635,8.411751561357615,20152,9.911058818032446,4.478585485267138,1.4993072566748302,-162,-80.38904327113934,33.72761,-114.03880600000001
103,Arizona,AZ,4013,Maricopa County,9199.561,9.126911044507317,4167947,15.24293414640359,453.05933620093396,6.116023101896273,77925,186.96255014759066,33.346540999999995,-112.495534
104,Arizona,AZ,4015,Mohave County,13311.148000000001,9.496357158608902,204737,12.229481507636118,15.380867224975637,2.733124349027215,1406,68.67346888935562,35.717705,-113.74968899999999
105,Arizona,AZ,4017,Navajo County,9949.885,9.205316272296901,108277,11.592448037396878,10.882236327354537,2.387131765099975,158,14.592203330347164,35.390785,-110.321025
106,Arizona,AZ,4019,Pima County,9187.041,9.125549183089417,1010025,13.825485640986352,109.94018639951646,4.699936457896936,5781,57.2362070245786,32.128523,-111.783027
107,Arizona,AZ,4021,Pinal County,5365.661999999999,8.587775039810463,406584,12.915545828688892,75.77517927890352,4.327770788878429,10063,247.50113137752592,32.919038,-111.367005
108,Arizona,AZ,4023,Santa Cruz County,1236.914,7.120374846936038,46461,10.746368529984284,37.56202937310112,3.6259936830482467,-200,-43.04685650330384,31.525733000000002,-110.845228
109,Arizona,AZ,4025,Yavapai County,8123.559,9.002523637622732,222255,12.311580650310944,27.35931381799529,3.3090570126882133,3403,153.112415918652,34.631212,-112.577385
110,Arizona,AZ,4027,Yuma County,5513.999,8.615045410227179,204275,12.227222404252908,37.04661535121787,3.6121769940257296,792,38.77126422714478,32.773942,-113.910905
111,Arkansas,AR,5001,Arkansas County,988.801,6.896493098029776,18433,9.821897815496174,18.64176917296807,2.9254047174663977,-131,-71.06819291488092,34.28957,-91.376547
112,Arkansas,AR,5003,Ashley County,925.3489999999999,6.830170963650995,20838,9.94453352197213,22.519071182872626,3.1143625583211336,-88,-42.230540358959594,33.190835,-91.772267
113,Arkansas,AR,5005,Baxter County,554.283,6.317675386642799,41053,10.62261919381804,74.06505341134402,4.304943807175239,211,51.39697464253526,36.28071,-92.330438
114,Arkansas,AR,5007,Benton County,847.4119999999999,6.742186999055138,249672,12.42790333541884,294.62882281582046,5.685716336363702,6804,272.51754301643757,36.337825,-94.256187
115,Arkansas,AR,5009,Boone County,590.331,6.3806833965377425,37222,10.52465526330391,63.052761925089484,4.143971866766167,70,18.806082424372683,36.304308,-93.079204
116,Arkansas,AR,5011,Bradley County,649.236,6.475796286968047,11094,9.31415970061518,17.087777017910284,2.8383634136471323,33,29.745808545159544,33.466549,-92.169156
117,Arkansas,AR,5013,Calhoun County,628.559,6.443429897928284,5229,8.56197533418813,8.319028126237951,2.118545436259847,41,78.40887358959648,33.56046,-92.513879
118,Arkansas,AR,5015,Carroll County,629.98,6.445688072849917,27704,10.229332086082257,43.97599923807105,3.7836440132323412,-18,-6.497256713831938,36.337773999999996,-93.541663
119,Arkansas,AR,5017,Chicot County,644.31,6.468179976744313,11027,9.308102089758679,17.114432493675405,2.8399221130143655,-190,-172.3043438831958,33.267139,-91.297158
120,Arkansas,AR,5019,Clark County,866.074,6.7639703552581825,22633,10.027164297229726,26.132870863228778,3.263193941971543,-66,-29.160959660672468,34.053315999999995,-93.176208
121,Arkansas,AR,5021,Clay County,639.448,6.460605304186581,15109,9.62304587173984,23.628191815440818,3.16244056755326,-67,-44.34443047190416,36.367302,-90.418704
122,Arkansas,AR,5023,Cleburne County,553.691,6.3166067694074925,25467,10.145138775406078,45.99496831265092,3.828532005998585,-197,-77.35500844229787,35.566315,-92.05995
123,Arkansas,AR,5025,Cleveland County,597.784,6.393229484687371,8311,9.025335217553026,13.903015135901931,2.632105732865655,-113,-135.96438455059558,33.893201,-92.188714
124,Arkansas,AR,5027,Columbia County,766.067,6.641269633278469,24114,10.090547863677257,31.47766448626556,3.4492782303987872,12,4.976362279173924,33.223038,-93.232843
125,Arkansas,AR,5029,Conway County,552.257,6.314013517638635,21019,9.95318206955998,38.06017850384875,3.6391685519213444,-11,-5.233360293068176,35.265702000000005,-92.68924799999999
126,Arkansas,AR,5031,Craighead County,707.2510000000001,6.56138562410786,104354,11.555544244305413,147.54874860551627,4.9941586201975525,1683,161.27795772083485,35.827729,-90.631421
127,Arkansas,AR,5033,Crawford County,591.194,6.382144220732695,61703,11.030087831077738,104.37013907448318,4.6479436103450436,33,5.348200249582678,35.583040999999994,-94.23622399999999
128,Arkansas,AR,5035,Crittenden County,609.86,6.413229422629599,48963,10.798820189818805,80.28563932705866,4.385590767189206,-595,-121.52033167902293,35.211878000000006,-90.315331
129,Arkansas,AR,5037,Cross County,616.381,6.423865278830719,17284,9.757536497051824,28.041097957269937,3.3336712182211055,97,56.121268224947926,35.285692,-90.763984
130,Arkansas,AR,5039,Dallas County,667.3860000000001,6.503368589171873,7604,8.93642970360832,11.393706191019888,2.433061114436447,-153,-201.20988953182535,33.967822999999996,-92.653999
131,Arkansas,AR,5041,Desha County,768.1460000000001,6.643979819246832,11965,9.389741000342473,15.576465932257669,2.745761181095642,-250,-208.94274968658587,33.828752,-91.24410300000001
132,Arkansas,AR,5043,Drew County,828.385,6.7194780221629,18778,9.840441250818493,22.668203794129543,3.120963228655593,49,26.09436574715092,33.587241999999996,-91.722778
133,Arkansas,AR,5045,Faulkner County,647.9119999999999,6.473754884661148,121552,11.708097433743003,187.60572423415528,5.2343425490818545,674,55.44951954718968,35.146343,-92.324646
134,Arkansas,AR,5047,Franklin County,608.8580000000001,6.411585071392028,17702,9.781432906528822,29.074102664332237,3.369847835136794,-64,-36.15410688057847,35.508558,-93.887665
135,Arkansas,AR,5049,Fulton County,618.193,6.426800706437532,12204,9.40951904583656,19.74140761865631,2.9827183393990286,65,53.26122582759751,36.383619,-91.819664
136,Arkansas,AR,5051,Garland County,677.804,6.518858160601392,97177,11.484289336933893,143.3703548518451,4.965431176332501,-8,-0.8232400670940655,34.578860999999996,-93.146915
137,Arkansas,AR,5053,Grant County,631.811,6.448590298789389,18102,9.803777708387116,28.65097315494665,3.355187409597727,-13,-7.181526903104629,34.285568,-92.422979
138,Arkansas,AR,5055,Greene County,577.688,6.3590339305444745,44196,10.696389566233066,76.50496461757903,4.337355635688591,467,105.66567110145715,36.120607,-90.566346
139,Arkansas,AR,5057,Hempstead County,727.52,6.5896414900767,22084,10.002608643403935,30.35517923905872,3.412967153327235,-233,-105.5062488679587,33.728611,-93.665809
140,Arkansas,AR,5059,Hot Spring County,615.207,6.421958796540225,33426,10.41708931924887,54.33293184245303,3.9951305227086458,93,27.822653024591634,34.315177,-92.944147
141,Arkansas,AR,5061,Howard County,588.553,6.377666982118457,13300,9.495519314209846,22.59779493095779,3.1178523320913873,-160,-120.30075187969925,34.083064,-93.990931
142,Arkansas,AR,5063,Independence County,763.954,6.638507577929777,37052,10.520077610373917,48.50030237422672,3.8815700324441416,-9,-2.4290186764547124,35.737499,-91.559942
143,Arkansas,AR,5065,Izard County,580.576,6.3640207141877525,13445,9.506362568702965,23.15803615719561,3.1423418545152124,-43,-31.98214949795463,36.094879,-91.913625
144,Arkansas,AR,5067,Jackson County,633.937,6.451949580414618,17338,9.760655903428585,27.349720871316865,3.308706323013968,-165,-95.16668589225978,35.596605,-91.223178
145,Arkansas,AR,5069,Jefferson County,870.7460000000001,6.769350315494531,71565,11.178361406618317,82.18814671557492,4.409011091123785,-812,-113.46328512541047,34.277695,-91.930701
146,Arkansas,AR,5071,Johnson County,659.806,6.491945852417881,26141,10.171260241993542,39.619221407504625,3.6793143895756617,128,48.9652270379863,35.573359,-93.46632199999999
147,Arkansas,AR,5073,Lafayette County,528.295,6.269654839805968,6996,8.853093836138493,13.242601198194192,2.583438996332525,-132,-188.67924528301887,33.240629,-93.611514
148,Arkansas,AR,5075,Lawrence County,587.617,6.376075375126967,16779,9.727883383489697,28.554313438855583,3.3518080083627306,-206,-122.7725132606234,36.041098,-91.101153
149,Arkansas,AR,5077,Lee County,602.621,6.401288475076709,9650,9.174713194333032,16.013381544951137,2.773424719256323,-137,-141.96891191709844,34.779858000000004,-90.77934499999999
150,Arkansas,AR,5079,Lincoln County,561.562,6.330722186604638,13820,9.53387209732166,24.609927309896324,3.2031499107170225,-162,-117.22141823444284,33.957675,-91.727626
151,Arkansas,AR,5081,Little River County,532.257,6.277126455401525,12472,9.431241410737613,23.432289288821003,3.154114955336087,-59,-47.305965362411804,33.699496999999994,-94.229774
152,Arkansas,AR,5083,Logan County,708.1210000000001,6.562614983046105,21714,9.985712492791798,30.664250883676655,3.4230975097456926,-205,-94.40913696232845,35.218654,-93.72091
153,Arkansas,AR,5085,Lonoke County,770.931,6.6475988753950634,71645,11.179478647150702,92.93308999119246,4.531879771755639,157,21.913601786586643,34.755114,-91.894132
154,Arkansas,AR,5087,Madison County,834.252,6.72653551499151,15767,9.665674427237482,18.89956511941236,2.9391389122459715,45,28.540622819813535,36.012545,-93.724053
155,Arkansas,AR,5089,Marion County,597.009,6.391932188655854,16185,9.691840166360345,27.110144068179878,3.2999079777044904,-216,-133.4569045412419,36.266672,-92.678567
156,Arkansas,AR,5091,Miller County,625.5880000000001,6.438692007461455,43908,10.689851814807207,70.18676828839428,4.251159807345752,371,84.4948528741915,33.305505,-93.90150200000001
157,Arkansas,AR,5093,Mississippi County,900.576,6.8030345586116505,43738,10.685972568448268,48.56669509291831,3.8829380098366184,-544,-124.37697196945447,35.766943,-90.05220899999999
158,Arkansas,AR,5095,Monroe County,607.132,6.408746230350316,7399,8.90910013492555,12.18680616406317,2.5003539045752343,-199,-268.95526422489525,34.679512,-91.20331
159,Arkansas,AR,5097,Montgomery County,779.8810000000001,6.659141343941987,8970,9.101640955052842,11.501754754892092,2.442499611110855,-119,-132.6644370122631,34.545581,-93.66333
160,Arkansas,AR,5099,Nevada County,617.837,6.426224668623168,8558,9.054621796976763,13.851549842434169,2.6283971283535945,-145,-169.43211030614628,33.666699,-93.305072
161,Arkansas,AR,5101,Newton County,820.905,6.710407390211539,7913,8.976262255609193,9.639361436463416,2.2658548653976545,3,3.791229622140781,35.910742,-93.215899
